url,Position,Company,Location,Job_Description
https://www.glassdoor.co.in/partner/jobListing.htm?pos=2901&ao=437149&s=58&guid=0000016baf380ff7a312bdc7bdc88995&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f695a988&cb=1562012815860&jobListingId=3218659201,UI Developer,Litmus7, – Bengaluru,"Responsibilities:

Design, build, test and deploy cutting edge solutions at scale, impacting millions of customers worldwide.

Interact with Walmart engineering teams across geographies to leverage expertise and contribute to the tech community.

Engage with Product.

Management and Business to drive the agenda, set your priorities and deliver awesome products.

Requirements:

4+ Years of experience in building successful production/usable software/web-app.

Strong written and verbal communication skills.

A portfolio of rich front-end UI and PWA system development is required.

Deep knowledge of browsers, browser quirks, HTML, CSS, Object Oriented JavaScript, react JS and NodeJS is extremely important.

Strong knowledge on ES6 and typescript is required.

Strong programming skills on Java/Spring/.Net/PHP/Python/Node is recommended.

Experience profiling, debugging and troubleshooting CPU, Memory and logic issues, preferably with Chrome.

Strong knowledge on performance enhancement, fine tuning and performance improvement best practices.

A solid foundation in computer science, with deep knowledge of data structures, algorithms, Time & Space Complexity and code(cyclomatic), concurrency and multi-threaded programming, and software design.

Experience working with Web services and RESTful architecture, Micro-Services Architecture.

Ability to learn and adopt new technology or solution quickly from within company or open source community.

Strong understanding on BDD/TDD/Performance/Security/Smoke/load/AB testing.

Strong knowledge of SDLC best practices, including coding standards, code reviews, source control management, CI/CD, testing, and operations.

Experience with deployment to cloud infrastructure environments is a plus.

Good understanding on version control & branching strategies.

Good understanding on main security risks of relevant language and framework (OWASP 10 or similar).

Strong understanding on DRY and basic code hygiene factors.

Having community and social presence is a big plus.

Strong interpersonal and problem-solving skills."
https://www.glassdoor.co.in/partner/jobListing.htm?pos=1114&ao=136882&s=58&guid=0000016baf35a6bb9eb814dab58aab11&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9995655b&cb=1562012657757&jobListingId=3108931267,Javascript Developer,Prowareness, – Bengaluru,"Experience: 4+ Years

Role: We are Hiring Starting From the level of Senior Developers.

What makes you a great Developer?

You are creative and free thinking for the technologies.

You are playing with different technologies and learning them in a better way

You are getting involved with agile and adapt a free environment to learn multiple revised skills.

You will be offering solutions across varied business domains and will be given opportunity to work within the development teams and solve challenging business and technical problems in the current and the future business areas. Being one of the market leaders in agile software development and agile process, we make sure that employees are satisfied with respect to the job profile they have chosen. 80% of the companies are moving to agile process and we are proud to help them in this process.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status

What is expected from you?

Engineering solutions and writing great software is your number 1 passion.
End to end ownership of the products including design, development, refactor, testing and delivery.
You feel comfortable with the full range of tasks, from architecture to testing and devops.
You believe that Agile is the only way to develop software.
Strong cross-functional contribution in defining and delivering the roadmap for products.
Software engineer with strong analytical skills and verbal as well as written communication skills
Self-starter with ability to cope up sharp learning curves
You can translate the thoughts circulating in a room into a slate of drawings and eye-pleasing designs.
Open and agile mindset to work on a range of technologies.
You will work with a team that is driven by a passion and love challenges.

Required Skills:

Profound knowledge in Vanilla JavaScript (ES6)
Good Knowledge to apply OOP, OOD and TDD
Expertise in JavaScript Libraries – jQuery, jQuery UI (widgets), HTML & CSS
Experience in Node.js is a plus
Webdriver.io knowledge is a plus
Having good knowledge of Git
Preferably have experience with at least one statically typed language (Java / C++ / C#);
Expertise in JavaScript frameworks like reactJS, AngularJS is a plus.
Good understanding of SOLID principles and XP practices familiar with concepts such as coupling, cohesion and separation of concerns
Good experience with one of these unit testing frameworks – ScrewUnit/ Mocha /Jasmine
Should be good at Problem-solving
Should be a quick starter, quick learner and to be able to add value quickly.
Having good experience with Design Patterns
Having experience with multi-threaded programming and test/build automation;
Comfortable to develop software on both Linux and Windows platforms.
"
https://www.glassdoor.co.in/partner/jobListing.htm?pos=705&ao=437149&s=58&guid=0000016baf351a6f8726e63f97d1ec42&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e879def3&cb=1562012621904&jobListingId=3249750768,Frontend Developer,Play Games24x7, – Bengaluru,"Responsibilities:

Create Single page high responsive B2B and B2C.

Web-app using a wide range of opensource front end and backend technology.

Responsible for the full life-cycle of a project including development, unit testing system testing and change management.

Research technical issues and provides recommendations to enhance JavaScript products.

Work independently and with the team.

Working with multiple projects.

Requirements:

Bachelor's degree in Computer Science or equivalent preferably from IIT, NIT & other premier institutes.

Must be from a product company.

4-7 years (SDE 2) and 7-10 years (SDE 3) software development on advanced JavaScript stack (JQuery, Asynchronous Request Handling, AJAX, HTML5, CSS3, etc).

In-depth knowledge in Angular JS orReactJS.

Proficiency in any other modern web frameworks will be a plus.

A solid knowledge of advanced data structures & algorithms.

Proficient in Computer Science fundamentals & object-oriented design.

Solid understanding of cross-browser compatibility issues and ways to tackle those.

Must possess track record of building Single Page responsive UI.

Knowledge of Node JS, Java, J2ee will be a plus.

Nice To Have:

Linux server administration & maintenance, deployment techniques and automation.

Version control systems, SVN or Git in particular.

Experience with any NoSQL database.

Experience using and creating RESTful APIs.

Python experience a plus."
https://www.glassdoor.co.in/partner/jobListing.htm?pos=1712&ao=375053&s=58&guid=0000016baf367e668be5a62ff8b73e9f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_aa026459&cb=1562012713027&jobListingId=3280738614,Java Full Stack Developer / Core Java / HTML / Java Script / Cloud,SAP, – Bengaluru," 

 

Requisition ID: 218026

Work Area: Software-Design and Development

Expected Travel: 0 - 10%

Career Status: Professional

Employment Type: Regular Full Time

COMPANY DESCRIPTION

SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.

SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.
JOB TITLE: Developer - Cloud HCM Analytics Team

PURPOSE AND OBJECTIVES:

At SAP SuccessFactors we have started a Human Revolution. Using the latest technology, we are unlocking human potential and transforming our customer’s workforces in ways they never imagined. We are digitally transforming their businesses into the next generation of intelligent enterprises. Because people are at the heart of every business transformation and people are the heart of our business. The SAP SuccessFactors product suite spans core human resources and payroll, analytics-based hiring and customized onboarding, continuous performance management, intelligent succession and more. We operate the largest HCM Cloud in the world, supporting over 120 million users with over a billion transactions for customers across 26 industries in over 90 countries. Our co-located agile teams have end-to-end ownership of product, design, development, release, user assistance, and cloud operations capabilities. We are looking for the best talent to join our team and deliver continuous innovations in the cloud while bringing purpose to their lives and more meaning to their work. Join us today and become a part of the Human Revolution.

ABOUT THE TEAM

The Cloud HCM Analytics team builds the analytics solution on top of world’s biggest cloud-based enterprise application which has unique challenge in building a common solution that should be customizable for more than 4,450 across 60 industries in over 177 countries and scalable for 50 million users usage. We are responsible for building operational reporting solutions, as well as cutting edge analytical solutions. This team provides ample opportunities to interact with various stake holders and come of the best solution and implement the same with support for highly customizable and scalable approach. Current development activities involved in make use of Predictive Analytics, Machine learning and Artificial Intelligence. We have ambitious road map to start working on Prescriptive analytics. 

Position Overview

Developers should be able to work as a Full stack developer with specialized either in UI or back end. Design highly scalable and performant solution which address functional as well as nonfunctional requirement with high quality.

Full stack developer – willing and capable of handling both client and server developmentEnd to end responsibility – take care of your feature from requirements to deploymentCollaborate well – demonstrate excellent development practices, share and motivate others.

This development role provides immense potential for growth. The potential candidate would work closely with other members of the team and other functional groups within SAP SuccessFactors

SKILLS AND COMPETENCIES

Strong technical skills with technologies like Java/J2EE, Hibernate, Spring, SAP HANA, UI Technologies and OData protocols to develop modem cutting edge software that performs and scales in cloud environmentServer oriented - Knowledge in Java backend development (tomcat, JEE, dependency injection, and more) – mandatoryAt least basic client-side knowledge of Web technologies, JS, HTML, CSS – mandatory.Sound knowledge in Object Oriented Programming Principles, Design Patterns and Software Architecture, especially in new age Cloud solutionsMust be able to design and implement across all layers of the software (UI, Backend, Database)Exposure to debugging, troubleshooting and performance tuning for complex SQL queriesKnowledge of lean development infrastructure process including Git, TeamCity, Jenkins etc. and exposure to Continuous Delivery practicesExposure to building Analytical and report modelling for highly customizable Enterprise cloud-based SaaS applicationWorking knowledge of Scrum, Test Driven Development and passionate about unit test, integrity testing, stress testing and performance testing and test automationExposure to building large scale application deployed on public cloud like AWS, AZURE etc ..

EDUCATION, WORK EXPERIENCE AND QUALIFICATIONS

BE/B.Tech, ME/M.Tech, MCA with 60% aggregate across.Strong educational qualifications (Engineering majors, MCA from reputed institutes)4-8 years of professional experience in developing Java/J2EE based enterprise web-based application, Outstanding written and verbal communication skills.Bachelor’s in Computer Science required, Master preferred.

#SAPSFSF
WHAT YOU GET FROM US

Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.

SAP'S DIVERSITY COMMITMENT

To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.

SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).

Successful candidates might be required to undergo a background verification with an external vendor.

Additional Locations: "
https://www.glassdoor.co.in/partner/jobListing.htm?pos=1302&ao=437149&s=58&guid=0000016baf35eaf4b2fa7fc93bf0f967&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_6a39c536&cb=1562012675240&jobListingId=3263010764,Java Full Stack Developer / Core Java / HTML / Java Script / Cloud,SAP, – Bengaluru," 

 

Requisition ID: 218026

Work Area: Software-Design and Development

Expected Travel: 0 - 10%

Career Status: Professional

Employment Type: Regular Full Time

COMPANY DESCRIPTION

SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.

SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.
JOB TITLE: Developer - Cloud HCM Analytics Team

PURPOSE AND OBJECTIVES:

At SAP SuccessFactors we have started a Human Revolution. Using the latest technology, we are unlocking human potential and transforming our customer’s workforces in ways they never imagined. We are digitally transforming their businesses into the next generation of intelligent enterprises. Because people are at the heart of every business transformation and people are the heart of our business. The SAP SuccessFactors product suite spans core human resources and payroll, analytics-based hiring and customized onboarding, continuous performance management, intelligent succession and more. We operate the largest HCM Cloud in the world, supporting over 120 million users with over a billion transactions for customers across 26 industries in over 90 countries. Our co-located agile teams have end-to-end ownership of product, design, development, release, user assistance, and cloud operations capabilities. We are looking for the best talent to join our team and deliver continuous innovations in the cloud while bringing purpose to their lives and more meaning to their work. Join us today and become a part of the Human Revolution.

ABOUT THE TEAM

The Cloud HCM Analytics team builds the analytics solution on top of world’s biggest cloud-based enterprise application which has unique challenge in building a common solution that should be customizable for more than 4,450 across 60 industries in over 177 countries and scalable for 50 million users usage. We are responsible for building operational reporting solutions, as well as cutting edge analytical solutions. This team provides ample opportunities to interact with various stake holders and come of the best solution and implement the same with support for highly customizable and scalable approach. Current development activities involved in make use of Predictive Analytics, Machine learning and Artificial Intelligence. We have ambitious road map to start working on Prescriptive analytics. 

Position Overview

Developers should be able to work as a Full stack developer with specialized either in UI or back end. Design highly scalable and performant solution which address functional as well as nonfunctional requirement with high quality.

Full stack developer – willing and capable of handling both client and server developmentEnd to end responsibility – take care of your feature from requirements to deploymentCollaborate well – demonstrate excellent development practices, share and motivate others.

This development role provides immense potential for growth. The potential candidate would work closely with other members of the team and other functional groups within SAP SuccessFactors

SKILLS AND COMPETENCIES

Strong technical skills with technologies like Java/J2EE, Hibernate, Spring, SAP HANA, UI Technologies and OData protocols to develop modem cutting edge software that performs and scales in cloud environmentServer oriented - Knowledge in Java backend development (tomcat, JEE, dependency injection, and more) – mandatoryAt least basic client-side knowledge of Web technologies, JS, HTML, CSS – mandatory.Sound knowledge in Object Oriented Programming Principles, Design Patterns and Software Architecture, especially in new age Cloud solutionsMust be able to design and implement across all layers of the software (UI, Backend, Database)Exposure to debugging, troubleshooting and performance tuning for complex SQL queriesKnowledge of lean development infrastructure process including Git, TeamCity, Jenkins etc. and exposure to Continuous Delivery practicesExposure to building Analytical and report modelling for highly customizable Enterprise cloud-based SaaS applicationWorking knowledge of Scrum, Test Driven Development and passionate about unit test, integrity testing, stress testing and performance testing and test automationExposure to building large scale application deployed on public cloud like AWS, AZURE etc ..

EDUCATION, WORK EXPERIENCE AND QUALIFICATIONS

BE/B.Tech, ME/M.Tech, MCA with 60% aggregate across.Strong educational qualifications (Engineering majors, MCA from reputed institutes)4-8 years of professional experience in developing Java/J2EE based enterprise web-based application, Outstanding written and verbal communication skills.Bachelor’s in Computer Science required, Master preferred.

#SAPSFSF
WHAT YOU GET FROM US

Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.

SAP'S DIVERSITY COMMITMENT

To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.

SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).

Successful candidates might be required to undergo a background verification with an external vendor.

Additional Locations: "
https://www.glassdoor.co.in/partner/jobListing.htm?pos=916&ao=437149&s=58&guid=0000016baf35610d8eee7ccee2a7d186&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_3f14b4ce&cb=1562012639976&jobListingId=3201195078,Web Developer,spyland, – Bengaluru,"We are looking for web Developers who are dedicated to their craft, write code that is proud of and can hit the ground running. We need you to write beautiful, fast web to a high standard, in a timely and scalable way that improves the code-base of our products in meaningful ways.

Mission

Our mission is to provide our clients with the utmost satisfaction. By doing so, we treat every client's website with care. We strive for a modern website layout and high organic search engine rankings

require

Strong knowledge of PHP.

Strong knowledge of OOPS concepts

Strong knowledge of MVC architecture.

Working knowledge of designing complex database queries with a multi DB/table structure

Working knowledge of HTML and CSS.

Working knowledge of JavaScript libraries like jQuery etc.

Good understanding of browser compatibilities and standard compliances.

Client communication as and when required.

Developing and deploying the assigned tasks.

Have to work under presure."
https://www.glassdoor.co.in/partner/jobListing.htm?pos=1905&ao=437149&s=58&guid=0000016baf36bfd88ceeaa194047357b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_24f106b4&cb=1562012729770&jobListingId=3200382077,Web Developer,spyland, – Bengaluru,"We are looking for web Developers who are dedicated to their craft, write code that is proud of and can hit the ground running. We need you to write beautiful, fast web to a high standard, in a timely and scalable way that improves the code-base of our products in meaningful ways.

Mission

Our mission is to provide our clients with the utmost satisfaction. By doing so, we treat every client's website with care. We strive for a modern website layout and high organic search engine rankings

require

Strong knowledge of PHP.

Strong knowledge of OOPS concepts

Strong knowledge of MVC architecture.

Working knowledge of designing complex database queries with a multi DB/table structure

Working knowledge of HTML and CSS.

Working knowledge of JavaScript libraries like jQuery etc.

Good understanding of browser compatibilities and standard compliances.

Client communication as and when required.

Developing and deploying the assigned tasks.

Have to work under presure."
https://www.glassdoor.co.in/partner/jobListing.htm?pos=1709&ao=375053&s=58&guid=0000016baf367e668be5a62ff8b73e9f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_51d3bd08&cb=1562012713023&jobListingId=3276500234,Senior Full Stack Developer - Associate Architect - Python - Docker - Kubernetes - Microservice,SAP, – Bengaluru,"  Requisition ID: 216100Work Area: Software-Development OperationsExpected Travel: 0 - 10%Career Status: ProfessionalEmployment Type: Regular Full TimeCOMPANY DESCRIPTIONSAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.PURPOSE AND OBJECTIVES Technology & Innovation (T&I) is responsible for SAP’s overall platform and technology development such as SAP Cloud Platform and SAP HANA. In addition, T&I drives the incubation and adoption of intelligent technologies like Analytics, SAP Leonardo Machine Learning and IoT across SAP’s product portfolio. The T&I board area is also in charge of SAP’s global innovation agenda and builds new business model- and market driven innovations to help customers realize the most business value.  SAP Leonardo Machine Learning is part of SAP’s intelligent technologies portfolio and one of the key drivers of the Intelligent Enterprise. It is our mission to infuse all enterprise applications with machine learning and to empower our customers to make the most of their business data. Our team is located in Germany, France, Singapore, India, and the US and exemplifies a start-up like, innovative work environment EXPECTATIONS AND TASKS You will work together with a team of dedicated experts including researchers, business developers, developers and dev ops engineers with the single goal of building the best machine learning services for a variety of use cases spanning commerce, financial markets, and procurement. It is expected that you take full technical ownership for the deliverables of the team, including responsibility for technical and architectural aspects. You will get an opportunity to work closely with the chief architect and shall be expected to grow into a role of an architect in a short period of time. Your tasks include: -Contribute to the development of new features end to end through design, coding, testing and ultimately delivering the best solutions for our customers -Proactively monitor the adherence of the implementation to the chosen architecture during all iterations -Inspire, mentor and encourage colleagues to apply intelligently customized industry’s best practices -Create excellence both in terms of results quality and system scalability through continuous evaluation, analysis, and refinement of the system implementation -Work in a diverse team applying Scrum and agile development -Continually enhance existing skills and seek new areas for personal development -Participate in project quality management tasks EDUCATION AND QUALIFICATIONS / SKILLS AND COMPETENCIES Required: -Master degree in computer science, engineering or equivalent education -Proven track record of technical leadership in enterprise-grade product development -Proficiency in one or more of Python, JAVA, Node.js -Experience with cloud-based development using Cloud Foundry, Docker, AWS, Azure or other container/PaaS environments -Experience in REST API implementation -Extensive experience with microservice architectures, development and operations -Strong knowledge on RDBMS & NoSQL databases -Excellent communication, social and organizational skills -Sound understanding of, and a strong track record in regards to the 5 key pillars or software architecture namely Business Technology Strategy, IT Environment, Design Skills, Human Dynamics and Quality Attributes. -Agile/scrum experience Beneficial:                                                                                -Experience working with Cloud platform-Familiarity with Architecture design methods -Exposure to Big Data technologies like Hadoop and Spark -A good understanding of Machine Learning concepts -Hands-on experience on continuous integration and build tools like Jenkins, Travis CI etc. Knowledge of Github & DevOps would be an added advantage -Experience with Test-Driven Development (TDD) WORK EXPERIENCE 6+ years of pertinent experience  WHAT YOU GET FROM US Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.SAP'S DIVERSITY COMMITMENT To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).Successful candidates might be required to undergo a background verification with an external vendor.Additional Locations: "
https://www.glassdoor.co.in/partner/jobListing.htm?pos=1326&ao=437149&s=58&guid=0000016baf35eaf4b2fa7fc93bf0f967&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_31e32461&cb=1562012675259&jobListingId=3201203209,Senior Full Stack Developer - Associate Architect - Python - Docker - Kubernetes - Microservice,SAP, – Bengaluru,"  Requisition ID: 216100Work Area: Software-Development OperationsExpected Travel: 0 - 10%Career Status: ProfessionalEmployment Type: Regular Full TimeCOMPANY DESCRIPTIONSAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.PURPOSE AND OBJECTIVES Technology & Innovation (T&I) is responsible for SAP’s overall platform and technology development such as SAP Cloud Platform and SAP HANA. In addition, T&I drives the incubation and adoption of intelligent technologies like Analytics, SAP Leonardo Machine Learning and IoT across SAP’s product portfolio. The T&I board area is also in charge of SAP’s global innovation agenda and builds new business model- and market driven innovations to help customers realize the most business value.  SAP Leonardo Machine Learning is part of SAP’s intelligent technologies portfolio and one of the key drivers of the Intelligent Enterprise. It is our mission to infuse all enterprise applications with machine learning and to empower our customers to make the most of their business data. Our team is located in Germany, France, Singapore, India, and the US and exemplifies a start-up like, innovative work environment EXPECTATIONS AND TASKS You will work together with a team of dedicated experts including researchers, business developers, developers and dev ops engineers with the single goal of building the best machine learning services for a variety of use cases spanning commerce, financial markets, and procurement. It is expected that you take full technical ownership for the deliverables of the team, including responsibility for technical and architectural aspects. You will get an opportunity to work closely with the chief architect and shall be expected to grow into a role of an architect in a short period of time. Your tasks include: -Contribute to the development of new features end to end through design, coding, testing and ultimately delivering the best solutions for our customers -Proactively monitor the adherence of the implementation to the chosen architecture during all iterations -Inspire, mentor and encourage colleagues to apply intelligently customized industry’s best practices -Create excellence both in terms of results quality and system scalability through continuous evaluation, analysis, and refinement of the system implementation -Work in a diverse team applying Scrum and agile development -Continually enhance existing skills and seek new areas for personal development -Participate in project quality management tasks EDUCATION AND QUALIFICATIONS / SKILLS AND COMPETENCIES Required: -Master degree in computer science, engineering or equivalent education -Proven track record of technical leadership in enterprise-grade product development -Proficiency in one or more of Python, JAVA, Node.js -Experience with cloud-based development using Cloud Foundry, Docker, AWS, Azure or other container/PaaS environments -Experience in REST API implementation -Extensive experience with microservice architectures, development and operations -Strong knowledge on RDBMS & NoSQL databases -Excellent communication, social and organizational skills -Sound understanding of, and a strong track record in regards to the 5 key pillars or software architecture namely Business Technology Strategy, IT Environment, Design Skills, Human Dynamics and Quality Attributes. -Agile/scrum experience Beneficial:                                                                                -Experience working with Cloud platform-Familiarity with Architecture design methods -Exposure to Big Data technologies like Hadoop and Spark -A good understanding of Machine Learning concepts -Hands-on experience on continuous integration and build tools like Jenkins, Travis CI etc. Knowledge of Github & DevOps would be an added advantage -Experience with Test-Driven Development (TDD) WORK EXPERIENCE 6+ years of pertinent experience  WHAT YOU GET FROM US Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now.SAP'S DIVERSITY COMMITMENT To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).Successful candidates might be required to undergo a background verification with an external vendor.Additional Locations: "
https://www.glassdoor.co.in/partner/jobListing.htm?pos=1215&ao=437149&s=58&guid=0000016baf35cb67851f4a24fb7b5ce3&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_221de5ba&cb=1562012667247&jobListingId=3201218346,Frontend Developer,Survaider, – Bengaluru,"Whom do we look for?

Survaider Engineers are innovators and problem-solvers, building solutions for customer experience management. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced environment.

What do we expect you to know?

2-4 years of experience in front-end technologies

Very strong mastery of any one of the JS frameworks. We prefer Angular though

Strong fundamentals of JavaScriptBasic

Knowledge of REST architecture concepts

Excellent knowledge of design elements and should have a strong command over CSS

Knowledge of CSS pre-processing platforms, such as LESS and SASS

Proficient understanding of code versioning tools, such as Git

Knowledge of MongoDB is a bonus

Previously worked with responsive design and cross-browser compatibility

A good understanding of page optimization techniques

Strong in UX fundamentals like interface, visual design, usability, functionality, content, and typography

A knack for design aesthetics

Adaptable in a fast-paced, start-up environment"
