,url,Position,Company,Location,Job_Description
1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2316&ao=140609&s=58&guid=0000016baeaf02b2ab5fbd2932bb3fa0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_3e5cab63&cb=1562003834803&jobListingId=3280792558,Data Engineer (Spark & Spark),Accion Labs, – Bengaluru,"1. Python / Java :
2. Cloud : AWS (Plus to have) Google Cloud
3. Spark using Python-
4. SQL Knowledge-
5. Shell Scripting/PowerShell-"
2,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1713&ao=437149&s=58&guid=0000016baeae4fcb883179e091fafa57&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_b49430a2&cb=1562003788196&jobListingId=3202287000,GDC | Data Scientist | Associate 2 | Senior Associate 1,KPMG, – Bengaluru,"At KPMG, we believe our people are our main and most integral resource. The KPMG culture is rooted in our values; our integrity and policy of open and honest communication builds trust and collaboration, while our flexibility and diversity creates a culture in which people share knowledge freely, and bring out the very best in each other. Our business services groups consist of professionals with a wide range of skills and backgrounds. We are currently seeking a Cognitive AI Data Scientist, to join our New York office, with other locations considered.

Responsibilities:

Define, develop and prototype cognitive solutions for KPMG’s business needs, such as Natural Language Processing (NLP), Linguistics, Advanced Semantic Design, Information Extraction, Information Retrieval, Probabilistic Decision Making, image recognition, deep learning, Machine Learning, cognitive science and analytics
Serve as a developer and Subject Matter Expert (SME) in one or several of the above mentioned domains and will help establish a competency in those cognitive areas for KPMG
Work closely with various KPMG functional teams to incorporate cognitive and advanced analytics models and algorithms in into KPMG’s solutions and offerings to its clients
Serve as Thought Leader in their cognitive area of knowledge, developing internal and external eminence and intellectual property, as well as support client facing activities and influence customer facing groups including senior executives, sales, as well as marketing and product development to successfully define, develop and launch new cognitive products
Model and algorithm development and optimization, working with software engineers to implement and productize the models and algorithms, engage in project specific activities as part of product development, as well as perform cognitive R&D work, develop tools and assets to support advanced cognitive development tasks
Participate in business development efforts including guiding clients through the transformation process into a cognitive automation operating model

Qualifications:

Master’s degree in Technology or Ph.D in Computer Science, Applied Statistics, Engineering, Mathematics, Physics or other quantitative discipline with specialization and experience in Artificial Intelligence, Machine Learning, Natural Language Processing, Cognitive Science or other related areas; with a minimum of five years of professional post academic work experience
Strong mathematical background with strong knowledge in at least one of the following fields: Cognitive Science, Advanced Semantic Design, Information Extraction, Information Retrieval, Probabilistic Decision Making, image recognition, deep learning
Experience leading project teams and people as well as executing independently
Excellent verbal and written communication skills with the ability to work with diverse teams in a highly matrixed environment
"
3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=413&ao=437149&s=58&guid=0000016baeac7587be95eddabde7cc60&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a3389efe&cb=1562003666777&jobListingId=3254655096,Data Scientist,Rakuten, – Bengaluru,"Requirements:

Master's Degree in Economics, Computer Science, Statistics, Mathematics, Physics, Operations Research or related discipline with excellent academic record.

Solid understanding of foundational statistics concepts and ML algorithms: linear/logistic regression, random forest, boosting, GBM, NNs, etc.

6-8 years of relevant work experience in data analysis or related areas.

Experience in build data science solution with real business problems. (e.g. recommendation building, customer journey, shopping feature prediction, etc).

Passion for learning (new problem domains, algorithms, tools etc.) and for analyzing data.

Fluency in at least one of Python, Java, Scala, C/C++, Ruby, R.

Experience with working on large data sets, especially with Hadoop and Spark.

Ability to access, manage, transfer, integrate and analyze complex datasets, especially using SQL and NoSQL.

Experience with scikit-learn and pandas (or equivalent tools).

Ability to work collaboratively in a team environment and work effectively with people at all levels in an organization.

Skills to communicate complex ideas effectively.

Preferred Qualifications:

Master's or Ph.D. in Neuroscience, Engineering from reputed universities.

Experience with advanced ML models and concepts: HMMs, CRFs, MRFs, Deep learning, regularization etc.

4+ years of industry experience especially in digital marketing or Fin-tech area.

Experience with Big Data Systems (Hadoop/Hive/HBase) and Cloud (AWS/GCP).

Experience with GPU usage.

Experience in client relationship management such as consulting or sales.

Communication skill in English with understanding of Japanese."
4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1402&ao=133051&s=58&guid=0000016baeadc50792c64f535be4d6a0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_2e688977&cb=1562003752605&jobListingId=3269441449,Staff Data Scientist,Walmart eCommerce, – Bengaluru,"Job Description:Our Team

The Growth Team @Walmart Labs has the mandate of increasing the rate of customer acquisition, retention, and revenue by optimizing products and inventing new marketing channels. We are a bunch of super talented and passionate engineers, data scientists and analysts working together on an array of impactful problems in domains ranging from displaying ads on the Open web and Social Marketing channels to optimizing paid and free search for walmart.com.

Job Overview

We are looking for savvy Data Scientists to join our growing team. They will be responsible for solving complex big-data problems in the display advertising space using data mining, machine learning, statistical analysis and computational economics. The right candidates will have strong depth and breadth knowledge in machine learning, data mining and statistics, reasonable programming and design skills to manipulate unstructured and big data and be able build prototypes that work on massive data sets. They should be able to apply business knowledge to perform broad data analysis as a precursor to modelling and to provide valuable business intelligence.
"
5,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1405&ao=103103&s=58&guid=0000016baeadc50792c64f535be4d6a0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7597cfa6&cb=1562003752608&jobListingId=3270359348,Staff Data Scientist,Walmart eCommerce, – Bengaluru,"Job Description:Our Team

The Growth Team @Walmart Labs has the mandate of increasing the rate of customer acquisition, retention, and revenue by optimizing products and inventing new marketing channels. We are a bunch of super talented and passionate engineers, data scientists and analysts working together on an array of impactful problems in domains ranging from displaying ads on the Open web and Social Marketing channels to optimizing paid and free search for walmart.com.

Job Overview

We are looking for savvy Data Scientists to join our growing team. They will be responsible for solving complex big-data problems in the display advertising space using data mining, machine learning, statistical analysis and computational economics. The right candidates will have strong depth and breadth knowledge in machine learning, data mining and statistics, reasonable programming and design skills to manipulate unstructured and big data and be able build prototypes that work on massive data sets. They should be able to apply business knowledge to perform broad data analysis as a precursor to modelling and to provide valuable business intelligence.
"
6,https://www.glassdoor.co.in/partner/jobListing.htm?pos=927&ao=437149&s=58&guid=0000016baead0d9c95b34544170600ca&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c6e05824&cb=1562003705666&jobListingId=3201452864,Staff Data Scientist,Walmart eCommerce, – Bengaluru,"Job Description:Our Team

The Growth Team @Walmart Labs has the mandate of increasing the rate of customer acquisition, retention, and revenue by optimizing products and inventing new marketing channels. We are a bunch of super talented and passionate engineers, data scientists and analysts working together on an array of impactful problems in domains ranging from displaying ads on the Open web and Social Marketing channels to optimizing paid and free search for walmart.com.

Job Overview

We are looking for savvy Data Scientists to join our growing team. They will be responsible for solving complex big-data problems in the display advertising space using data mining, machine learning, statistical analysis and computational economics. The right candidates will have strong depth and breadth knowledge in machine learning, data mining and statistics, reasonable programming and design skills to manipulate unstructured and big data and be able build prototypes that work on massive data sets. They should be able to apply business knowledge to perform broad data analysis as a precursor to modelling and to provide valuable business intelligence.
"
7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2305&ao=695021&s=58&guid=0000016baeaf02b2ab5fbd2932bb3fa0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4f16a406&cb=1562003834791&jobListingId=3262829229,Service Data Analyst,Dimension Data, – Bengaluru,"Service Data AnalystLooking for the next step in your career? Enjoy a challenge? Do you have an ambition for innovation? Want to make a difference?

If you join our growing global team, you’ll be working for an industry leader with offices across five continents, in over 47 countries and more than 28 000 employees. You will work with some of the leading world brands across the Fortune 100 and Fortune 500 companies – who are all relying on Dimension Data to help them use the power of technology to achieve their ambition in this digital era.You’ll be part of a team who’s passionate about making a difference to the way technology shapes how we live and work – whether it’s protecting the rhino, connecting the G20 Summit, or revolutionising cycling, giving you the opportunity to do great things.

You’ll be joining a Global Top Employer, recognised for investing in talent because people are at the heart of our success. You provide the skills, passion and ideas, and we’ll provide the platform to realise your ambitions.Great talent. Great teams. Great work. Great opportunities.

Want to be part of our team?The Data Analyst is a junior level position in the Information Management job family. The primary responsibility of the Data Analyst is to work with Dimension Data systems to ensure the accuracy of data. They will analyze data in the relevant system and ensure that the data is continuously cleansed and maintained. They will assist with the provision of accurate and meaningful information that will ensure the enhancement of service delivery and the management of performance.What you'll be doing

· Work Experience: 3 - 5 years

· Specific Experience: 3 years’ experience within a related environment

· General Qualification: Degree

· Specific Qualification: MIS/Reporting and Data Analysis experience in IT industry

· Excellent knowledge of Advanced Excel, Report Automations (VBA), Data Analysis and Scorecard / Dashboard preparation

· Strong knowledge on ITIL Process

· PC proficiency and strong skills in MS Office Suite (Outlook, Word, PowerPoint) essential

· Proficiency in managing numbers

What would make you a good fit for this role?

Join our growing global team and accelerate your career with Dimension Data. Apply today.

Diversity in Dimension Data

Dimension Data is an equal opportunity employer with a global culture that embraces diversity. All qualified applicants will receive consideration for employment and will not be unfairly discriminated against on any arbitrary ground including race, colour, sex, religion, national origin, veteran status, disability, gender identity, sexual orientation, or other protected category."
8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1430&ao=452986&s=58&guid=0000016baeadc50792c64f535be4d6a0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_5a3d76a1&cb=1562003752633&jobListingId=3283316007,"Data Designer, Lead",Epsilon, – Bengaluru,"A bit about Epsilon

We are the global leader in creating meaningful connections between people and brands. We work with 15 of the top 20 global brands and 8 of the top 10 Fortune 500 companies. How did we get this far? It is because of our team of thinkers and doers who together are the perfect blend of data, technology and creativity. They are fearless go-getters and creative innovators who have passion, determination and our support to make their ideas come to life.

To know more about us, please visitindia.epsilon.com and follow us onFacebook,Twitter,LinkedIn, andInstagram.

A bit about who we are looking for

At Epsilon, we run on our people's ideas. It's how we solve problems and exceed expectations. Our team is now growing and we are on the lookout for talented individuals who always raise the bar by constantly challenging themselves

What you'll do

• Establish ongoing client consulting relationships including the implementation of a machine learning tracker (this would be a tool). Data Design powered by machine learning will be able to pinpoint where we can optimize the efficiency & effectiveness of as much client consumer communications as possible. The larger opportunity is to leverage Epsilon's full spectrum of proprietary resources to deliver the full power & spectrum of Agency Data Design: Strategy & Innovation solutions.

• Work with data analysts / data scientists and take forward the insights generated into a compelling story that can be presented to senior stakeholders

• Conduct audits of available data resources & tools to develop recommended solutions in conjunction with Planning & the Account teams. Depending on the client's unique situation, solutions may incorporate a wide array of data, technology, partners, analytics, and professional services.

• Using the machine learning category tracker, provide a consultative presence and value to the client, developing a deep understanding of their business, competitive landscape, white space and future needs.

• Work with cross functional teams and partners this role will work with key client, Epsilon and partner stakeholders, including: marketing, sales, strategy, analytics, campaign management, product management, data and database operations, etc.

• Collaborate with Data Design teammates to maintain & as needed, create standard data assets curriculum, as well as train key Agency teams on our data assets & how we deploy them.

What you'll need

• Bachelor's Degree required, advanced degree preferred

• 5 years of work experience required

• Minimum 3 years in a client-facing role

• Minimum 3 years of related experience in online advertising, database marketing, digital analytics, sales engineering, agency service delivery or product management. AI and machine learning a plus

• Demonstrated success autonomously managing complex projects that involve multiple work

• Streams and require input from multiple people

• Strong team player and experience having managed a team in a fast paced environment

• Familiar with the online advertising ecosystem and technically savvy

• Polished business professional with strong communication skills, able to effectively communicate with people from different functional areas and different levels of responsibility

• Comfortable working in an entrepreneurial, 'startup' environment within a larger company

• Able to communicate with individuals at all levels in the company and with various business contacts outside of the company in an articulate, professional manner.

• Outstanding analytical, writing, editing, proofreading, and presentation skills.

• Excellent time management, organization, and prioritization skills. Must be able to multi-task to meet strict deadlines while maintaining a high quality of work product.

• Self-direction, tact, diplomacy, and a courteous and professional demeanor.

• Technically proficient and meticulous with accuracy and detail.

• Must be a team player"
9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1128&ao=14295&s=58&guid=0000016baead512d93f11de47c2bf2a3&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_df1cd668&cb=1562003722987&jobListingId=3258292151,Data Engineer,Datalicious, – Bengaluru,"We’re looking for an experienced Data Engineer to be part of our team who has a strong cloud technology experience to help our data engineering team to take our products to the next level.

This is a hands-on role, you will be required to code and develop the product. You need to have a strong software development background and love to work with cutting edge big data platforms.

You are expected to bring with you extensive hands-on experience with Google Cloud Platform (BigQuery, Dataflow, Cloud Composer), Spark and other Big Data processing frameworks and technologies as well as advanced knowledge of RDBMS and Data Warehousing solutions.

Requirements

Strong background working on large scale Data Warehousing and Data processing solutions. Strong Python programming experience. Experience designing & architecting products. SQL and RDBMS handling is a must. Good knowledge of OO, functional and procedural programming paradigms. Knowledge of various design patterns. Good in-depth knowledge of data structures and algorithms. Strong experience with Linux operating systems. At least 2+ years of experience working as a developer.

Highly desirable

Understanding of agile principles specifically scrum. Docker, Puppet, Ansible, etc.. Understanding of digital marketing and digital advertising space would be advantageous.

Benefits

Datalicious is a global data technology company that helps marketers improve customer journeys through the implementation of smart data-driven marketing strategies. Our team of marketing data specialists offer a wide range of skills suitable for any challenge and cover everything from web analytics to data engineering, data science and software development."
10,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1323&ao=14295&s=58&guid=0000016baead935d998135bfad78c409&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_f76863d1&cb=1562003740670&jobListingId=2731915941,Data Engineer,Datalicious, – Bengaluru,"We’re looking for an experienced Data Engineer to be part of our team who has a strong cloud technology experience to help our data engineering team to take our products to the next level.

This is a hands-on role, you will be required to code and develop the product. You need to have a strong software development background and love to work with cutting edge big data platforms.

You are expected to bring with you extensive hands-on experience with Google Cloud Platform (BigQuery, Dataflow, Cloud Composer), Spark and other Big Data processing frameworks and technologies as well as advanced knowledge of RDBMS and Data Warehousing solutions.

Requirements

Strong background working on large scale Data Warehousing and Data processing solutions. Strong Python programming experience. Experience designing & architecting products. SQL and RDBMS handling is a must. Good knowledge of OO, functional and procedural programming paradigms. Knowledge of various design patterns. Good in-depth knowledge of data structures and algorithms. Strong experience with Linux operating systems. At least 2+ years of experience working as a developer.

Highly desirable

Understanding of agile principles specifically scrum. Docker, Puppet, Ansible, etc.. Understanding of digital marketing and digital advertising space would be advantageous.

Benefits

Datalicious is a global data technology company that helps marketers improve customer journeys through the implementation of smart data-driven marketing strategies. Our team of marketing data specialists offer a wide range of skills suitable for any challenge and cover everything from web analytics to data engineering, data science and software development."
